,sentence1,label1,sentence2,label2,dist,match,sub
6909,Jim was happily chopping logs.,1,Jim was chopping logs when Margaret left and was still at it when she got back.,1,0.4036697247706422,1,1
6910,Jim was chopping logs when Margaret left and was still at it when she got back.,1,Jim was enthusiastically chopping logs.,1,0.38983050847457623,1,1
6911,Jim was enthusiastically chopping logs.,1,Captain Oates died in order to save his comrades.,1,0.38636363636363635,1,1
6912,Captain Oates died in order to save his comrades.,1,This arch supports the weight of the tower.,1,0.3913043478260869,1,1
6913,This arch supports the weight of the tower.,1,What this arch does is support the weight of the tower.,1,0.8367346938775511,1,1
6914,What this arch does is support the weight of the tower.,1,This arch is supporting the weight of the tower.,1,0.854368932038835,1,1
6915,This arch is supporting the weight of the tower.,1,The computer is playing six simultaneous games of three dimensional chess.,1,0.4590163934426229,1,1
6916,The computer is playing six simultaneous games of three dimensional chess.,1,The intense cold killed the climbers.,1,0.4144144144144144,1,1
6917,The intense cold killed the climbers.,1,The climbers were killed by the intense cold.,1,0.5853658536585367,1,0
6918,The climbers were killed by the intense cold.,1,The climbers were killed with the intense cold.,1,0.9347826086956522,1,1
6919,The climbers were killed with the intense cold.,1,Catriona opened the door with this key.,1,0.4418604651162791,1,1
6920,Catriona opened the door with this key.,1,The visas are with the passports.,1,0.38888888888888884,1,1
6921,The visas are with the passports.,1,Sally went to the party with Andrew.,1,0.4347826086956522,1,1
6922,Sally went to the party with Andrew.,1,Alan made the loaf with strong white flour.,1,0.45569620253164556,1,1
6923,Alan made the loaf with strong white flour.,1,The builders made the wall with concrete blocks.,1,0.5714285714285714,1,1
6924,The builders made the wall with concrete blocks.,1,The gardener planted roses in the garden.,1,0.449438202247191,1,1
6925,The gardener planted roses in the garden.,1,It was roses that the gardener planted in the garden.,1,0.7234042553191489,1,1
6926,It was roses that the gardener planted in the garden.,1,It is the garden that the gardener planted with roses.,1,0.7663551401869159,1,1
6927,It is the garden that the gardener planted with roses.,1,Roses are certain to be planted in the garden by the gardener.,1,0.5172413793103448,1,1
6928,Roses are certain to be planted in the garden by the gardener.,1,The garden is certain to be planted with roses by the gardener.,1,0.8160000000000001,1,1
6929,The garden is certain to be planted with roses by the gardener.,1,Helen sent a scarf to Jim for Margaret.,1,0.43137254901960786,1,1
6930,Helen sent a scarf to Jim for Margaret.,1,What happened was they went home.,1,0.36111111111111116,1,1
6931,What happened was they went home.,1,What happened was they knew his parents.,0,0.7671232876712328,0,1
6932,What happened was they knew his parents.,0,We are knowing this theory.,0,0.4776119402985075,1,1
6933,We are knowing this theory.,0,They're believing everything you say.,1,0.46875,0,1
6934,They're believing everything you say.,1,You'll soon be owning all the land round here.,1,0.3855421686746988,1,1
6935,You'll soon be owning all the land round here.,1,What she did was e-mail all her friends.,1,0.41860465116279066,1,1
6936,What she did was e-mail all her friends.,1,What she did was know this theory.,0,0.6216216216216216,0,1
6937,What she did was know this theory.,0,What she did was be very cold.,0,0.6875,1,1
6938,What she did was be very cold.,0,What she did was own all the land round here.,0,0.6133333333333333,1,1
6939,What she did was own all the land round here.,0,Harriet talked to Emma for hours.,1,0.3846153846153846,0,1
6940,Harriet talked to Emma for hours.,1,The dog chased the cat for days.,1,0.49230769230769234,1,1
6941,The dog chased the cat for days.,1,Harriet told Emma the whole story.,1,0.4545454545454546,1,1
6942,Harriet told Emma the whole story.,1,The dog caught the cat.,1,0.42105263157894735,1,1
6943,The dog caught the cat.,1,The beaver built a dam.,1,0.4782608695652174,1,1
6944,The beaver built a dam.,1,Anne played the tune on the piano.,1,0.3508771929824561,1,1
6945,Anne played the tune on the piano.,1,Jane was playing the piano.,1,0.6229508196721312,1,1
6946,Jane was playing the piano.,1,Jane played the piano.,1,0.8163265306122449,1,1
6947,Jane played the piano.,1,Tess was knocking at the door.,1,0.42307692307692313,1,1
6948,Tess was knocking at the door.,1,Tess knocked at the door.,1,0.8363636363636364,1,1
6949,Tess knocked at the door.,1,Frank Churchill was crossing the street.,1,0.3384615384615385,1,1
6950,Frank Churchill was crossing the street.,1,Jane is visiting Emma.,1,0.3870967741935484,1,1
6951,Jane is visiting Emma.,1,Jane visits Emma.,1,0.8205128205128205,1,1
6952,Jane visits Emma.,1,Tess is knocking at the door.,1,0.34782608695652173,1,1
6953,Tess is knocking at the door.,1,Tess knocks at the door.,1,0.8679245283018868,1,1
6954,Tess knocks at the door.,1,Frank Churchill is crossing the street.,1,0.3492063492063492,1,1
6955,Frank Churchill is crossing the street.,1,Frank Churchill crosses the street.,1,0.8918918918918919,1,1
6956,Frank Churchill crosses the street.,1,Real play Valencia next Sunday.,1,0.2727272727272727,1,1
6957,Real play Valencia next Sunday.,1,I leave for Paris next week.,1,0.44067796610169496,1,1
6958,I leave for Paris next week.,1,The volcano erupts on Tuesday.,0,0.4137931034482759,0,1
6959,The volcano erupts on Tuesday.,0,The Minister has arrived.,1,0.4363636363636364,0,1
6960,The Minister has arrived.,1,I've been at work for six hours.,1,0.3508771929824561,1,1
6961,I've been at work for six hours.,1,Have you ever visited Doubtful Sound?,1,0.37681159420289856,1,1
6962,Have you ever visited Doubtful Sound?,1,There was an attack yesterday.,1,0.23880597014925375,1,1
6963,There was an attack yesterday.,1,Emma and Harriet were attacked by those bandits.,1,0.4358974358974359,1,1
6964,Emma and Harriet were attacked by those bandits.,1,Those bandits attacked Emma and Harriet yesterday.,1,0.4897959183673469,1,1
6965,Those bandits attacked Emma and Harriet yesterday.,1,The vase was smashed deliberately.,1,0.45238095238095233,1,1
6966,The vase was smashed deliberately.,1,The sheep got infected with scrapie.,1,0.4571428571428572,1,1
6967,The sheep got infected with scrapie.,1,The fans were deliberately provoked by a rival group.,1,0.4269662921348315,1,1
6968,The fans were deliberately provoked by a rival group.,1,The fans got deliberately provoked by a rival group.,1,0.9333333333333333,1,1
6969,The fans got deliberately provoked by a rival group.,1,Six students got shot accidentally.,1,0.3448275862068966,1,1
6970,Six students got shot accidentally.,1,Some gifts get used a dozen or so times a year.,1,0.46341463414634143,1,1
6971,Some gifts get used a dozen or so times a year.,1,Can't you see I'm reading?,1,0.3013698630136986,1,1
6972,Can't you see I'm reading?,1,People go hunting in the Autumn.,1,0.27586206896551724,1,1
6973,People go hunting in the Autumn.,1,We spent yesterday cooking.,1,0.3728813559322034,1,1
6974,We spent yesterday cooking.,1,She buys for Harrods.,1,0.33333333333333337,1,1
6975,She buys for Harrods.,1,I saw and he chops.,1,0.35,1,1
6976,I saw and he chops.,1,This sweater washes well.,1,0.40909090909090906,1,1
6977,This sweater washes well.,1,This book reads well.,1,0.6086956521739131,1,1
6978,This book reads well.,1,These cars sold very quickly last week.,1,0.43333333333333335,1,1
6979,These cars sold very quickly last week.,1,It will take years for the Mersey to clean.,1,0.3902439024390244,1,1
6980,It will take years for the Mersey to clean.,1,The course is jumping well.,1,0.3142857142857143,1,1
6981,The course is jumping well.,1,One bomb didn't guide and crashed.,1,0.39344262295081966,1,1
6982,One bomb didn't guide and crashed.,1,Fiona may be here by 5 o'clock.,1,0.3076923076923077,1,1
6983,Fiona may be here by 5 o'clock.,1,"If Fiona is here by 5 o'clock, we can go to the party.",1,0.5882352941176471,1,1
6984,"If Fiona is here by 5 o'clock, we can go to the party.",1,It's high time Fiona got a job.,1,0.3764705882352941,1,1
6985,It's high time Fiona got a job.,1,It's high time Fiona gets a job.,0,0.9523809523809523,0,1
6986,It's high time Fiona gets a job.,0,Pat is either stupid or a liar.,1,0.4444444444444444,0,1
6987,Pat is either stupid or a liar.,1,Pat is a Republican and proud of it.,1,0.5074626865671642,1,1
6988,Pat is a Republican and proud of it.,1,Pat is healthy and of sound mind.,1,0.5797101449275363,1,1
6989,Pat is healthy and of sound mind.,1,Pat is either asleep or at the office.,1,0.5070422535211268,1,1
6990,Pat is either asleep or at the office.,1,That was a rude remark and in very bad taste.,1,0.4337349397590361,1,1
6991,That was a rude remark and in very bad taste.,1,Sandy is either a lunatic or under the influence of drugs.,1,0.4077669902912622,1,1
6992,Sandy is either a lunatic or under the influence of drugs.,1,I am hoping to get an invitation and optimistic about my chances.,1,0.4227642276422764,1,1
6993,I am hoping to get an invitation and optimistic about my chances.,1,I am neither an authority on this subject nor trying to portray myself as one.,1,0.4755244755244755,1,1
6994,I am neither an authority on this subject nor trying to portray myself as one.,1,Pat was neither recommended for promotion nor under any illusions about what that meant.,1,0.4698795180722891,1,1
6995,Pat was neither recommended for promotion nor under any illusions about what that meant.,1,Pat has become a banker and very conservative.,1,0.4477611940298507,1,1
6996,Pat has become a banker and very conservative.,1,I consider that a rude remark and in very bad taste.,1,0.4897959183673469,1,1
6997,I consider that a rude remark and in very bad taste.,1,The scene of the movie was in Chicago.,1,0.4,1,1
6998,The scene of the movie was in Chicago.,1,The scene of the movie and that I wrote was in Chicago.,0,0.8172043010752688,0,0
6999,The scene of the movie and that I wrote was in Chicago.,0,John sang beautifully.,1,0.2597402597402597,0,1
7000,John sang beautifully.,1,John sang a carol.,1,0.65,1,1
7001,John sang a carol.,1,John sang beautifully and a carol.,0,0.6923076923076923,0,0
7002,John sang beautifully and a carol.,0,Kim sang and Sandy danced.,1,0.5,0,1
7003,Kim sang and Sandy danced.,1,Kim and Sandy met.,1,0.7272727272727273,1,1
7004,Kim and Sandy met.,1,Kim sang and was accompanied by Sandy.,1,0.5,1,1
7005,Kim sang and was accompanied by Sandy.,1,The irritating and a bully man was my brother.,0,0.4285714285714286,0,1
7006,The irritating and a bully man was my brother.,0,Soon irritating and a bully started shouting again.,0,0.6185567010309279,1,1
7007,Soon irritating and a bully started shouting again.,0,Kim was a banker.,1,0.2941176470588235,0,1
7008,Kim was a banker.,1,Dana was quite competent.,1,0.38095238095238093,1,1
7009,Dana was quite competent.,1,Leslie was in the flood zone.,1,0.4444444444444444,1,1
7010,Leslie was in the flood zone.,1,Ronnie was talking to Lou.,1,0.5454545454545454,1,1
7011,Ronnie was talking to Lou.,1,Jean was given a prize.,1,0.44897959183673475,1,1
7012,Jean was given a prize.,1,Pat has become a Republican.,1,0.47058823529411764,1,1
7013,Pat has become a Republican.,1,Gerry became quite conservative.,1,0.4,1,1
7014,Gerry became quite conservative.,1,Connie has become of the opinion that we should get out.,0,0.38636363636363635,0,1
7015,Connie has become of the opinion that we should get out.,0,Tracy became awarded a prize.,0,0.3529411764705882,1,1
7016,Tracy became awarded a prize.,0,Chris will become talking to colleagues.,0,0.37681159420289856,1,1
7017,Chris will become talking to colleagues.,0,Pat became a republican and quite conservative.,1,0.45977011494252873,0,1
7018,Pat became a republican and quite conservative.,1,Tracy has become a republican and of the opinion that we must place nuclear weapons in Europe.,0,0.524822695035461,0,1
7019,Tracy has become a republican and of the opinion that we must place nuclear weapons in Europe.,0,Chris became quite conservative and trying to change their minds.,0,0.4276729559748428,1,1
7020,Chris became quite conservative and trying to change their minds.,0,Gerry became a republican and awarded a prize.,0,0.4504504504504504,1,1
7021,Gerry became a republican and awarded a prize.,0,We walked slowly and with great care.,1,0.45783132530120485,0,1
7022,We walked slowly and with great care.,1,They wanted to leave tomorrow or on Tuesday.,1,0.41975308641975306,1,1
7023,They wanted to leave tomorrow or on Tuesday.,1,"We are open Saturdays, any national holiday, and on alternate.",1,0.37735849056603776,1,1
7024,"We are open Saturdays, any national holiday, and on alternate.",1,Kim alienates cats and beats his dog.,1,0.4242424242424242,1,1
7025,Kim alienates cats and beats his dog.,1,Kim alienates cats and beat his dog.,1,0.9863013698630136,1,1
7026,Kim alienates cats and beat his dog.,1,Kim alienated cats and beats his dog.,1,0.9589041095890412,1,1
7027,Kim alienated cats and beats his dog.,1,Kim alienated cats and beat his dog.,1,0.9863013698630136,1,1
7028,Kim alienated cats and beat his dog.,1,Kim alienated cats and beaten his dog.,0,0.972972972972973,0,1
7029,Kim alienated cats and beaten his dog.,0,Kim beating his dog and alienates cats.,0,0.5454545454545454,1,1
7030,Kim beating his dog and alienates cats.,0,Kim to beat his dog and alienated cats.,0,0.8974358974358975,1,1
7031,Kim to beat his dog and alienated cats.,0,Kim beaten his dog and alienates cats.,0,0.9090909090909091,1,1
7032,Kim beaten his dog and alienates cats.,0,Which student's grades went unreported?,1,0.4155844155844156,0,1
7033,Which student's grades went unreported?,1,They found pictures of themselves.,1,0.3561643835616438,1,1
7034,They found pictures of themselves.,1,Who did you say my talking to would bother Hilary?,0,0.33333333333333337,0,1
7035,Who did you say my talking to would bother Hilary?,0,Who did you say my talking to would bother?,1,0.9247311827956989,0,1
7036,Who did you say my talking to would bother?,1,Which article did Terry file without reading?,1,0.38636363636363635,1,1
7037,Which article did Terry file without reading?,1,Which books did Robin read and hate?,1,0.4691358024691358,1,1
7038,Which books did Robin read and hate?,1,Which books did Robin talk to Chris and read?,0,0.7407407407407407,0,1
7039,Which books did Robin talk to Chris and read?,0,Which books did Robin read and talk to Chris?,0,0.8,1,1
7040,Which books did Robin read and talk to Chris?,0,Who did Robin visit and?,0,0.5507246376811594,1,1
7041,Who did Robin visit and?,0,They talked to Kim and to each other.,1,0.360655737704918,0,1
7042,They talked to Kim and to each other.,1,He hated himself and his friends.,1,0.48571428571428577,1,1
7043,He hated himself and his friends.,1,They were wary of themselves and of each other.,1,0.44999999999999996,1,1
7044,They were wary of themselves and of each other.,1,They asked which students and which teachers would get along together.,1,0.49572649572649574,1,1
7045,They asked which students and which teachers would get along together.,1,We called up every man whose father and whose mother had played on the team.,1,0.4931506849315068,1,1
7046,We called up every man whose father and whose mother had played on the team.,1,I went to the store and bought some whiskey.,1,0.3833333333333333,1,1
7047,I went to the store and bought some whiskey.,1,She's gone and ruined her dress now.,1,0.42500000000000004,1,1
7048,She's gone and ruined her dress now.,1,I've got to try and find that screw.,1,0.5277777777777778,1,1
7049,I've got to try and find that screw.,1,She goes and buys some whiskey.,1,0.417910447761194,1,1
7050,She goes and buys some whiskey.,1,I have gone and bought some whiskey.,1,0.8059701492537313,1,1
7051,I have gone and bought some whiskey.,1,I will go and buy some whiskey.,1,0.7761194029850746,1,1
7052,I will go and buy some whiskey.,1,I will try and buy some whiskey.,1,0.9206349206349207,1,1
7053,I will try and buy some whiskey.,1,I have gone and buys some whiskey.,0,0.7575757575757576,0,1
7054,I have gone and buys some whiskey.,0,To go and buying whiskey is not the solution to your problem.,0,0.42105263157894735,1,1
7055,To go and buying whiskey is not the solution to your problem.,0,I will go and bought some whiskey.,0,0.42105263157894735,1,1
7056,I will go and bought some whiskey.,0,I tried and buy some whiskey.,0,0.7619047619047619,1,1
7057,I tried and buy some whiskey.,0,I was trying and buying some whiskey.,0,0.8181818181818181,1,1
7058,I was trying and buying some whiskey.,0,What did you say I went and get?,0,0.3188405797101449,1,1
7059,What did you say I went and get?,0,What did you say I go and got?,0,0.8709677419354839,1,1
7060,What did you say I go and got?,0,I went to the store and I bought some whiskey.,1,0.3421052631578947,0,1
7061,I went to the store and I bought some whiskey.,1,I've got to try and I've got to find that screw.,1,0.5319148936170213,1,1
7062,I've got to try and I've got to find that screw.,1,I both went to the store and bought some whiskey.,1,0.4948453608247423,1,1
7063,I both went to the store and bought some whiskey.,1,I've got to both try and find that screw.,1,0.5555555555555556,1,1
7064,I've got to both try and find that screw.,1,Here's the whiskey which I went to the store and bought.,1,0.4329896907216495,1,1
7065,Here's the whiskey which I went to the store and bought.,1,Which dress has she gone and ruined now?,1,0.39583333333333337,1,1
7066,Which dress has she gone and ruined now?,1,The screw which I've got to try and find holds the door to the frame.,1,0.4036697247706422,1,1
7067,The screw which I've got to try and find holds the door to the frame.,1,Either we Americans or I myself will get ourselves in trouble.,1,0.3969465648854962,1,1
7068,Either we Americans or I myself will get ourselves in trouble.,1,Either you or I will incriminate ourselves.,1,0.5714285714285714,1,1
7069,Either you or I will incriminate ourselves.,1,You and I may incriminate ourselves.,1,0.7341772151898734,1,1
7070,You and I may incriminate ourselves.,1,We Americans and the British pamper ourselves.,1,0.5365853658536586,1,1
7071,We Americans and the British pamper ourselves.,1,You British and you Americans pamper yourselves.,1,0.6595744680851063,1,1
7072,You British and you Americans pamper yourselves.,1,You British or you Americans will get yourselves in trouble.,1,0.7407407407407407,1,1
7073,You British or you Americans will get yourselves in trouble.,1,You and Kerry have outdone yourselves.,1,0.4693877551020408,1,1
7074,You and Kerry have outdone yourselves.,1,You or Kerry have perjured yourselves.,1,0.7894736842105263,1,1
7075,You or Kerry have perjured yourselves.,1,The boys and the girls seem happy.,1,0.36111111111111116,1,1
7076,The boys and the girls seem happy.,1,The boys and the girls seems happy.,0,0.9855072463768116,0,1
7077,The boys and the girls seems happy.,0,Either the boys or the girls are going to be there.,1,0.5581395348837209,0,1
7078,Either the boys or the girls are going to be there.,1,The students and Professor Swansong are meeting in the park.,1,0.4864864864864865,1,1
7079,The students and Professor Swansong are meeting in the park.,1,Either Professor Swansong or the graduate students are going to proctor the exam.,1,0.5531914893617021,1,1
7080,Either Professor Swansong or the graduate students are going to proctor the exam.,1,Either Dana or Lee is going to lead the parade.,1,0.53125,1,1
7081,Either Dana or Lee is going to lead the parade.,1,Kim and Terry are happy.,1,0.3380281690140845,1,1
7082,Kim and Terry are happy.,1,Either the boys or the girls is going to be there.,0,0.2702702702702703,0,1
7083,Either the boys or the girls is going to be there.,0,The students and Professor Swansong is meeting in the park.,0,0.47706422018348627,1,1
7084,The students and Professor Swansong is meeting in the park.,0,Either Professor Swansong or the graduate students is going to proctor the exam.,0,0.5323741007194245,1,1
7085,Either Professor Swansong or the graduate students is going to proctor the exam.,0,Either Dana or Lee are going to lead the parade.,1,0.53125,0,1
7086,Either Dana or Lee are going to lead the parade.,1,"Kim likes Sandy, and Lee Leslie. to try to go to Rome.",1,0.4509803921568627,1,1
7087,"Kim likes Sandy, and Lee Leslie. to try to go to Rome.",1,"Pat wanted to try to go to Berne, and Chris to go to Rome. to Rome.",1,0.49586776859504134,1,1
7088,"Pat wanted to try to go to Berne, and Chris to go to Rome. to Rome.",1,"Kim went to the store, and then Lou.",1,0.4854368932038835,1,1
7089,"Kim went to the store, and then Lou.",1,"Some people go by car, but others by bike.",1,0.41025641025641024,1,1
7090,"Some people go by car, but others by bike.",1,"Some people like bagels, but others cream cheese.",1,0.6813186813186813,1,1
7091,"Some people like bagels, but others cream cheese.",1,"On weekdays, Terry eats meat and vegetables, but on weekends, only vegetables.",1,0.4251968503937008,1,1
7092,"On weekdays, Terry eats meat and vegetables, but on weekends, only vegetables.",1,"John drinks coffee at 11, and Mary, tea at 10:30.",0,0.36220472440944884,0,1
7093,"John drinks coffee at 11, and Mary, tea at 10:30.",0,"John gave the books to Mary at Christmas, and the records to Sue for her birthday.",1,0.3969465648854962,0,1
7094,"John gave the books to Mary at Christmas, and the records to Sue for her birthday.",1,"John talked to his supervisor about his thesis, and Erich to the dean about department politics.",1,0.5056179775280899,1,1
7095,"John talked to his supervisor about his thesis, and Erich to the dean about department politics.",1,"A businessman will drink a martini to relax, and a health nut, a glass of wine, just to remain healthy.",1,0.3919597989949749,1,1
7096,"A businessman will drink a martini to relax, and a health nut, a glass of wine, just to remain healthy.",1,"John left at 11 and at 12, Bill.",0,0.2962962962962963,0,1
7097,"John left at 11 and at 12, Bill.",0,"John left his office at 11 and at 12, the library.",1,0.7073170731707317,0,1
7098,"John left his office at 11 and at 12, the library.",1,"A policeman walked in at 11, and at 12, a fireman.",1,0.6,1,1
7099,"A policeman walked in at 11, and at 12, a fireman.",1,"Two days ago, we went out to dinner, and this afternoon, to the movies.",1,0.39669421487603307,1,1
7100,"Two days ago, we went out to dinner, and this afternoon, to the movies.",1,"On this table, they put a lamp, and on that table, a radio.",1,0.4307692307692308,1,1
7101,"On this table, they put a lamp, and on that table, a radio.",1,John didn't see Mary and Bill Sue.,0,0.34408602150537637,0,1
7102,John didn't see Mary and Bill Sue.,0,John didn't give the books to Mary and the papers to Sue.,1,0.6373626373626373,0,1
7103,John didn't give the books to Mary and the papers to Sue.,1,"Kim likes Sandy, and Lee to Leslie.",0,0.4565217391304348,0,1
7104,"Kim likes Sandy, and Lee to Leslie.",0,"Pat wanted to go to Berne, and Chris going to Rome.",0,0.37209302325581395,1,1
7105,"Pat wanted to go to Berne, and Chris going to Rome.",0,Kim gave a dollar to Bobbie and a dime into his pocket.,0,0.5094339622641509,1,1
7106,Kim gave a dollar to Bobbie and a dime into his pocket.,0,"Kim likes Lee, and to Ronnie.",0,0.4285714285714286,1,1
7107,"Kim likes Lee, and to Ronnie.",0,Kim likes Sandy and Lee likes to Leslie.,0,0.6086956521739131,1,1
7108,Kim likes Sandy and Lee likes to Leslie.,0,"Leslie is rather foolish, and Lou a complete idiot.",1,0.41758241758241754,0,1
7109,"Leslie is rather foolish, and Lou a complete idiot.",1,"Kim seems to be just surviving, and Terry in dire need of our help.",1,0.35593220338983056,1,1
7110,"Kim seems to be just surviving, and Terry in dire need of our help.",1,"We consider Leslie rather foolish, and Lou a complete idiot.",1,0.36220472440944884,1,1
7111,"We consider Leslie rather foolish, and Lou a complete idiot.",1,"Pat has become crazy, and Chris an incredible bore.",1,0.4144144144144144,1,1
7112,"Pat has become crazy, and Chris an incredible bore.",1,"Pat has become crazy, and Chris in good spirits.",0,0.7676767676767677,0,1
7113,"Pat has become crazy, and Chris in good spirits.",0,I gave a book to John's mother and a magazine to him.,0,0.4356435643564357,1,1
7114,I gave a book to John's mother and a magazine to him.,0,Pat remembered the appointment and that it was important to be on time.,1,0.4354838709677419,0,1
7115,Pat remembered the appointment and that it was important to be on time.,1,That Goldstein appointed Heydrich and the implications thereof frightened many observers.,1,0.475,1,1
7116,That Goldstein appointed Heydrich and the implications thereof frightened many observers.,1,We talked about Mr. Colson and that he had worked at the.,1,0.410958904109589,1,1
7117,We talked about Mr. Colson and that he had worked at the.,1,You can depend on my assistant and that he will be on time.,1,0.5172413793103448,1,1
7118,You can depend on my assistant and that he will be on time.,1,Pat was annoyed by the children's noise and that their parents did nothing to stop it.,1,0.45517241379310347,1,1
7119,Pat was annoyed by the children's noise and that their parents did nothing to stop it.,1,We talked about that he had worked at the White House.,0,0.44285714285714284,0,1
7120,We talked about that he had worked at the White House.,0,You can depend on that he will be on time.,0,0.47916666666666663,1,1
7121,You can depend on that he will be on time.,0,Pat was annoyed by that their parents did nothing to stop it.,0,0.46601941747572817,1,1
7122,Pat was annoyed by that their parents did nothing to stop it.,0,We talked about the issues we had worked on as students and that our perspectives had changed over the years.,1,0.4117647058823529,0,1
7123,We talked about the issues we had worked on as students and that our perspectives had changed over the years.,1,We talked about that our perspectives had changed over the years and the issues we had worked on as students.,0,0.5963302752293578,0,0
7124,We talked about that our perspectives had changed over the years and the issues we had worked on as students.,0,That our perspectives had changed over the years and the issues we had worked on as students were the topics of discussion.,1,0.7931034482758621,0,1
7125,That our perspectives had changed over the years and the issues we had worked on as students were the topics of discussion.,1,The clever snake disappeared into a hole in the ground.,1,0.4157303370786517,1,1
7126,The clever snake disappeared into a hole in the ground.,1,Hole into disappeared ground the the in clever a little.,0,0.5225225225225225,0,1
7127,Hole into disappeared ground the the in clever a little.,0,The snake clever disappeared into a hole in the ground.,0,0.5045045045045045,1,1
7128,The snake clever disappeared into a hole in the ground.,0,This girl in the red coat will put a picture of Bill it on your desk before tomorrow.,0,0.3971631205673759,1,1
7129,This girl in the red coat will put a picture of Bill it on your desk before tomorrow.,0,This girl in the red coat will put a picture of Bill on your desk there before tomorrow.,0,0.9371428571428572,1,1
7130,This girl in the red coat will put a picture of Bill on your desk there before tomorrow.,0,This girl in the red coat one will put a picture of Bill on your desk before tomorrow.,0,0.9318181818181819,1,1
7131,This girl in the red coat one will put a picture of Bill on your desk before tomorrow.,0,This girl in the red coat will put a picture of Bill on your desk it before tomorrow.,0,0.9534883720930233,1,1
7132,This girl in the red coat will put a picture of Bill on your desk it before tomorrow.,0,This girl in the red coat will put a picture of Bill on your desk before tomorrow.,1,0.9820359281437125,0,0
7133,This girl in the red coat will put a picture of Bill on your desk before tomorrow.,1,Bill will put a picture of this girl in the red coat on your desk before tomorrow.,1,0.6951219512195121,1,1
7134,Bill will put a picture of this girl in the red coat on your desk before tomorrow.,1,She will put a picture of Bill on your desk before tomorrow.,1,0.7746478873239436,1,1
7135,She will put a picture of Bill on your desk before tomorrow.,1,Bill will put a picture of she on your desk before tomorrow.,0,0.8833333333333333,0,1
7136,Bill will put a picture of she on your desk before tomorrow.,0,Bill will put a picture of her on your desk before tomorrow.,1,0.9833333333333333,0,1
7137,Bill will put a picture of her on your desk before tomorrow.,1,Her will put a picture of Bill on your desk before tomorrow.,0,0.8833333333333333,0,1
7138,Her will put a picture of Bill on your desk before tomorrow.,0,She her will put a picture of Bill on your desk before tomorrow.,0,0.9516129032258065,1,1
7139,She her will put a picture of Bill on your desk before tomorrow.,0,Bill will put a picture of she her on your desk before tomorrow.,0,0.828125,1,1
7140,Bill will put a picture of she her on your desk before tomorrow.,0,Clean your desk before tomorrow.,1,0.625,0,1
7141,Clean your desk before tomorrow.,1,This girl will put a picture of Bill on your desk before tomorrow.,1,0.6122448979591837,1,1
7142,This girl will put a picture of Bill on your desk before tomorrow.,1,"This boy must not go to school, and his father must not go to school either.",1,0.3943661971830986,1,1
7143,"This boy must not go to school, and his father must not go to school either.",1,"This boy must not go to France, but his father must go to France.",1,0.75177304964539,1,1
7144,"This boy must not go to France, but his father must go to France.",1,This actress must play in this movie and she will play in this movie.,1,0.4477611940298507,1,1
7145,This actress must play in this movie and she will play in this movie.,1,Can Mary win the race and will Sue win the race too?,1,0.49586776859504134,1,1
7146,Can Mary win the race and will Sue win the race too?,1,This girl will buy bread and so will that one buy bread.,1,0.4629629629629629,1,1
7147,This girl will buy bread and so will that one buy bread.,1,The tourists will go to the park.,1,0.4269662921348315,1,1
7148,The tourists will go to the park.,1,Will the tourists go to the park?,1,0.7878787878787878,1,1
7149,Will the tourists go to the park?,1,Some student from Australia speaks Chinese.,1,0.3421052631578947,1,1
7150,Some student from Australia speaks Chinese.,1,Does some student from Australia speak Chinese?,1,0.8888888888888888,1,1
7151,Does some student from Australia speak Chinese?,1,They would have been walking for hours.,1,0.34883720930232553,1,1
7152,They would have been walking for hours.,1,Would they have been walking for hours?,1,0.8205128205128205,1,1
7153,Would they have been walking for hours?,1,"This girl will not buy bread, will she buy bread?",1,0.34090909090909094,1,1
7154,"This girl will not buy bread, will she buy bread?",1,"Sean Penn can act well in many kinds of movies, can't he act well in many kinds of movies?",1,0.3165467625899281,1,1
7155,"Sean Penn can act well in many kinds of movies, can't he act well in many kinds of movies?",1,You will put a picture of Bill on your desk before tomorrow.,1,0.3733333333333333,1,1
7156,You will put a picture of Bill on your desk before tomorrow.,1,This girl in the red coat or you will put a picture of Bill on your desk before tomorrow.,1,0.7919463087248322,1,1
7157,This girl in the red coat or you will put a picture of Bill on your desk before tomorrow.,1,No boys will put a picture of Bill on your desk before tomorrow.,1,0.7973856209150327,1,1
7158,No boys will put a picture of Bill on your desk before tomorrow.,1,This girl in the red coat but no boys will put a picture of Bill on your desk before tomorrow.,1,0.7974683544303798,1,1
7159,This girl in the red coat but no boys will put a picture of Bill on your desk before tomorrow.,1,This girl in the red coat will put it and a picture of Bill on your desk before tomorrow.,1,0.8961748633879781,1,1
7160,This girl in the red coat will put it and a picture of Bill on your desk before tomorrow.,1,This girl in the red coat will put a picture of Bill in the mailbox before tomorrow.,1,0.8439306358381503,1,1
7161,This girl in the red coat will put a picture of Bill in the mailbox before tomorrow.,1,This girl in the red coat will put a picture of Bill on your desk after the dinner.,1,0.7664670658682635,1,1
7162,This girl in the red coat will put a picture of Bill on your desk after the dinner.,1,This girl in the red coat will put a picture of Bill on your desk after the dinner and before tomorrow.,1,0.8924731182795699,1,0
7163,This girl in the red coat will put a picture of Bill on your desk after the dinner and before tomorrow.,1,This girl in the red coat will eat her breakfast before tomorrow.,1,0.6785714285714286,1,1
